timestamp,symbol,price
2026-08-01T18:00:00Z,SOLUSDT,157.813
2026-08-01T08:00:00Z,XRPUSDT,0.62877
2026-08-01T03:00:00Z,SOLUSDT,155.462
2026-08-01T10:00:00Z,BNBUSDT,799.11
2026-08-01T06:30:00Z,BNBUSDT,793.97
2026-08-01T00:30:00Z,SOLUSDT,155.586
2026-08-01T07:00:00Z,XRPUSDT,0.62619
2026-08-01T11:00:00Z,SOLUSDT,155.99
2026-08-01T16:00:00Z,XRPUSDT,0.62914
2026-08-01T05:30:00Z,BNBUSDT,791.79
2026-08-01T14:30:00Z,BTCUSDT,62861.33
2026-08-01T06:00:00Z,BTCUSDT,62495.16
2026-08-01T20:30:00Z,SOLUSDT,156.976
2026-08-01T07:30:00Z,XRPUSDT,0.62726
2026-08-01T02:00:00Z,BTCUSDT,62304.58
2026-08-01T04:00:00Z,BNBUSDT,793.62
2026-08-01T16:00:00Z,ETHUSDT,3156.69
2026-08-01T22:30:00Z,BTCUSDT,63975.76
2026-08-01T01:00:00Z,XRPUSDT,0.62325
2026-08-01T23:00:00Z,SOLUSDT,157.48
2026-08-01T00:00:00Z,BTCUSDT,62000
2026-08-01T16:30:00Z,BNBUSDT,810.47
2026-08-01T08:30:00Z,BNBUSDT,798.7
2026-08-01T15:00:00Z,BNBUSDT,806.79
2026-08-01T11:30:00Z,BTCUSDT,62564.36
2026-08-01T23:30:00Z,BTCUSDT,63676.11
2026-08-01T22:00:00Z,SOLUSDT,157.778
2026-08-01T03:30:00Z,ETHUSDT,3198.42
2026-08-01T22:00:00Z,BNBUSDT,805
2026-08-01T15:30:00Z,ETHUSDT,3168.49
2026-08-01T07:30:00Z,SOLUSDT,156.224
2026-08-01T03:30:00Z,BNBUSDT,792.97
2026-08-01T09:30:00Z,BNBUSDT,802.11
2026-08-01T18:30:00Z,XRPUSDT,0.62695
2026-08-01T03:00:00Z,XRPUSDT,0.62156
2026-08-01T19:00:00Z,ETHUSDT,3142.42
2026-08-01T01:00:00Z,BNBUSDT,796.77
2026-08-01T15:00:00Z,BTCUSDT,62835.15
2026-08-01T23:00:00Z,XRPUSDT,0.62185
2026-08-01T19:30:00Z,ETHUSDT,3130.41
2026-08-01T11:30:00Z,SOLUSDT,156.217
2026-08-01T11:30:00Z,ETHUSDT,3177.01
2026-08-02T00:00:00Z,XRPUSDT,0.62585
2026-08-01T02:30:00Z,XRPUSDT,0.62067
2026-08-01T01:30:00Z,BTCUSDT,62328.12
2026-08-02T00:00:00Z,SOLUSDT,157.871
2026-08-01T07:30:00Z,ETHUSDT,3181.67
2026-08-01T06:00:00Z,BNBUSDT,792.28
2026-08-01T02:00:00Z,ETHUSDT,3194.32
2026-08-01T01:30:00Z,SOLUSDT,156.125
2026-08-01T10:30:00Z,XRPUSDT,0.62594
2026-08-01T06:00:00Z,SOLUSDT,156.82
2026-08-01T14:00:00Z,BTCUSDT,63041.27
2026-08-01T14:30:00Z,XRPUSDT,0.62528
2026-08-01T05:00:00Z,ETHUSDT,3198.18
2026-08-01T06:30:00Z,XRPUSDT,0.62438
2026-08-01T10:30:00Z,ETHUSDT,3188.42
2026-08-01T00:00:00Z,ETHUSDT,3200
2026-08-01T04:30:00Z,BTCUSDT,62275.72
2026-08-01T09:30:00Z,SOLUSDT,155.605
2026-08-01T13:00:00Z,BTCUSDT,62894
2026-08-01T05:30:00Z,ETHUSDT,3191.14
2026-08-01T00:00:00Z,SOLUSDT,155
2026-08-01T15:30:00Z,BTCUSDT,63043.27
2026-08-02T00:00:00Z,BNBUSDT,810.38
2026-08-01T12:00:00Z,XRPUSDT,0.6269
2026-08-01T22:30:00Z,BNBUSDT,807.7
2026-08-01T15:30:00Z,SOLUSDT,156.477
2026-08-01T09:00:00Z,SOLUSDT,155.493
2026-08-01T16:30:00Z,ETHUSDT,3162.4
2026-08-01T12:00:00Z,SOLUSDT,156.571
2026-08-01T10:00:00Z,ETHUSDT,3188.01
2026-08-01T12:00:00Z,BTCUSDT,62540.26
2026-08-01T11:30:00Z,BNBUSDT,801
2026-08-01T00:30:00Z,BTCUSDT,62243.54
2026-08-01T05:00:00Z,XRPUSDT,0.6198
2026-08-01T17:30:00Z,XRPUSDT,0.62403
2026-08-01T10:00:00Z,BTCUSDT,62528.48
2026-08-01T13:00:00Z,XRPUSDT,0.62235
2026-08-01T04:00:00Z,XRPUSDT,0.62135
2026-08-01T17:30:00Z,BNBUSDT,810.06
2026-08-01T23:00:00Z,BNBUSDT,809.86
2026-08-01T12:30:00Z,XRPUSDT,0.62473
2026-08-01T16:00:00Z,BNBUSDT,808.57
2026-08-01T17:30:00Z,ETHUSDT,3154.86
2026-08-01T17:00:00Z,SOLUSDT,156.997
2026-08-01T11:00:00Z,ETHUSDT,3179.74
2026-08-01T13:30:00Z,ETHUSDT,3175.81
2026-08-01T11:30:00Z,XRPUSDT,0.62535
2026-08-01T16:00:00Z,SOLUSDT,156.789
2026-08-01T19:00:00Z,XRPUSDT,0.62776
2026-08-01T03:30:00Z,BTCUSDT,62087.22
2026-08-01T05:00:00Z,BNBUSDT,791.77
2026-08-01T21:00:00Z,BTCUSDT,63429.16
2026-08-01T08:00:00Z,BNBUSDT,796.16
2026-08-01T21:30:00Z,XRPUSDT,0.62387
2026-08-01T19:30:00Z,SOLUSDT,156.949
2026-08-01T09:00:00Z,XRPUSDT,0.62763
2026-08-01T21:00:00Z,BNBUSDT,809.05
2026-08-01T19:30:00Z,BNBUSDT,808.49
2026-08-01T00:30:00Z,BNBUSDT,797.96
2026-08-01T20:30:00Z,XRPUSDT,0.62461
2026-08-01T21:30:00Z,BNBUSDT,805.88
2026-08-01T05:30:00Z,SOLUSDT,156.507
2026-08-01T13:30:00Z,BNBUSDT,804.74
2026-08-01T21:00:00Z,ETHUSDT,3133.53
2026-08-01T13:00:00Z,BNBUSDT,806.98
2026-08-01T07:00:00Z,ETHUSDT,3177.23
2026-08-01T14:00:00Z,ETHUSDT,3163.73
2026-08-01T07:30:00Z,BNBUSDT,797.57
2026-08-01T20:00:00Z,XRPUSDT,0.62496
2026-08-01T04:00:00Z,ETHUSDT,3206.37
2026-08-01T21:30:00Z,BTCUSDT,63666.12
2026-08-01T02:30:00Z,BTCUSDT,62122.96
2026-08-01T06:00:00Z,ETHUSDT,3184.04
2026-08-01T04:30:00Z,BNBUSDT,791.08
2026-08-01T19:00:00Z,BNBUSDT,806.62
2026-08-01T11:00:00Z,XRPUSDT,0.62648
2026-08-01T09:00:00Z,ETHUSDT,3184.53
2026-08-01T10:00:00Z,SOLUSDT,155.976
2026-08-01T21:00:00Z,XRPUSDT,0.62262
2026-08-01T23:30:00Z,XRPUSDT,0.62363
2026-08-01T22:00:00Z,ETHUSDT,3131.08
2026-08-01T03:00:00Z,ETHUSDT,3200.82
2026-08-01T14:00:00Z,XRPUSDT,0.62541
2026-08-01T13:30:00Z,XRPUSDT,0.62327
2026-08-01T15:00:00Z,ETHUSDT,3179.61
2026-08-01T02:30:00Z,BNBUSDT,790.35
2026-08-01T06:30:00Z,ETHUSDT,3176.28
2026-08-01T10:00:00Z,XRPUSDT,0.62797
2026-08-01T01:00:00Z,SOLUSDT,155.745
2026-08-01T20:30:00Z,ETHUSDT,3135.93
2026-08-01T23:00:00Z,BTCUSDT,63879.43
2026-08-01T20:00:00Z,BNBUSDT,808.81
2026-08-01T14:30:00Z,ETHUSDT,3172.09
2026-08-01T21:30:00Z,SOLUSDT,157.159
2026-08-01T05:00:00Z,SOLUSDT,156.443
2026-08-01T02:30:00Z,SOLUSDT,156.05
2026-08-01T18:30:00Z,BNBUSDT,807.64
2026-08-01T14:00:00Z,SOLUSDT,155.685
2026-08-01T15:30:00Z,XRPUSDT,0.62837
2026-08-01T23:30:00Z,ETHUSDT,3131.98
2026-08-01T19:30:00Z,BTCUSDT,63350
2026-08-01T21:30:00Z,ETHUSDT,3123.24
2026-08-01T09:30:00Z,ETHUSDT,3188.55
2026-08-01T06:00:00Z,XRPUSDT,0.62361
2026-08-01T19:00:00Z,BTCUSDT,63168.64
2026-08-01T08:00:00Z,BTCUSDT,62694.05
2026-08-02T00:00:00Z,ETHUSDT,3130.98
2026-08-01T06:30:00Z,SOLUSDT,156.326
2026-08-01T04:30:00Z,XRPUSDT,0.62202
2026-08-01T01:00:00Z,ETHUSDT,3203.2
2026-08-01T20:00:00Z,SOLUSDT,157.155
2026-08-01T02:30:00Z,ETHUSDT,3204.18
2026-08-01T15:00:00Z,SOLUSDT,155.949
2026-08-01T06:30:00Z,BTCUSDT,62519.4
2026-08-01T00:00:00Z,BNBUSDT,800
2026-08-01T17:00:00Z,ETHUSDT,3162.17
2026-08-01T19:30:00Z,XRPUSDT,0.62726
2026-08-01T04:00:00Z,SOLUSDT,156.493
2026-08-01T07:00:00Z,SOLUSDT,156.434
2026-08-01T16:00:00Z,BTCUSDT,63258.23
2026-08-01T03:00:00Z,BTCUSDT,61928.63
2026-08-01T08:30:00Z,ETHUSDT,3172.22
2026-08-01T02:00:00Z,XRPUSDT,0.62247
2026-08-01T12:30:00Z,BNBUSDT,804.34
2026-08-01T22:30:00Z,ETHUSDT,3125.17
2026-08-01T03:00:00Z,BNBUSDT,791.76
2026-08-01T15:30:00Z,BNBUSDT,808.84
2026-08-01T18:00:00Z,BTCUSDT,63303.38
2026-08-01T17:00:00Z,BTCUSDT,63207.46
2026-08-01T04:30:00Z,SOLUSDT,156.524
2026-08-01T18:00:00Z,ETHUSDT,3149.21
2026-08-01T20:00:00Z,ETHUSDT,3129.73
2026-08-01T18:00:00Z,XRPUSDT,0.62455
2026-08-01T20:00:00Z,BTCUSDT,63284.16
2026-08-01T10:30:00Z,BNBUSDT,798.39
2026-08-01T22:30:00Z,SOLUSDT,157.323
2026-08-01T14:30:00Z,SOLUSDT,155.859
2026-08-01T12:30:00Z,ETHUSDT,3178.59
2026-08-01T11:00:00Z,BNBUSDT,801.38
2026-08-01T13:00:00Z,SOLUSDT,156.702
2026-08-01T23:00:00Z,ETHUSDT,3127.3
2026-08-01T01:30:00Z,ETHUSDT,3195.69
2026-08-01T02:00:00Z,SOLUSDT,155.717
2026-08-01T08:30:00Z,SOLUSDT,155.4
2026-08-02T00:00:00Z,BTCUSDT,63906.01
2026-08-01T05:30:00Z,XRPUSDT,0.62115
2026-08-01T03:30:00Z,SOLUSDT,156.018
2026-08-01T18:30:00Z,SOLUSDT,157.384
2026-08-01T20:30:00Z,BNBUSDT,809.67
2026-08-01T05:00:00Z,BTCUSDT,62523.85
2026-08-01T13:30:00Z,BTCUSDT,62827.22
2026-08-01T22:00:00Z,BTCUSDT,63776.71
2026-08-01T01:30:00Z,XRPUSDT,0.6209
2026-08-01T07:00:00Z,BTCUSDT,62664.45
2026-08-01T07:00:00Z,BNBUSDT,796.48
2026-08-01T14:30:00Z,BNBUSDT,807.33
2026-08-01T08:00:00Z,ETHUSDT,3175.97
2026-08-01T10:30:00Z,BTCUSDT,62500.87
2026-08-01T22:30:00Z,XRPUSDT,0.62388
2026-08-01T19:00:00Z,SOLUSDT,157.562
2026-08-01T09:00:00Z,BTCUSDT,62759.82
2026-08-01T12:00:00Z,BNBUSDT,803.4
2026-08-01T11:00:00Z,BTCUSDT,62607.2
2026-08-01T17:00:00Z,XRPUSDT,0.6249
2026-08-01T04:30:00Z,ETHUSDT,3195.92
2026-08-01T01:00:00Z,BTCUSDT,62132.99
2026-08-01T08:30:00Z,BTCUSDT,62566.45
2026-08-01T13:00:00Z,ETHUSDT,3168.01
2026-08-01T03:30:00Z,XRPUSDT,0.62141
2026-08-01T09:00:00Z,BNBUSDT,799.98
2026-08-01T12:30:00Z,BTCUSDT,62757.31
2026-08-01T13:30:00Z,SOLUSDT,156.225
2026-08-01T12:30:00Z,SOLUSDT,156.781
2026-08-01T01:30:00Z,BNBUSDT,794.45
2026-08-01T12:00:00Z,ETHUSDT,3177.83
2026-08-01T17:00:00Z,BNBUSDT,812.49
2026-08-01T09:30:00Z,BTCUSDT,62664.68
2026-08-01T10:30:00Z,SOLUSDT,156.364
2026-08-01T08:00:00Z,SOLUSDT,155.665
2026-08-01T23:30:00Z,SOLUSDT,157.322
2026-08-01T17:30:00Z,SOLUSDT,157.471
2026-08-01T18:00:00Z,BNBUSDT,807.44
2026-08-01T20:30:00Z,BTCUSDT,63181.47
2026-08-01T14:00:00Z,BNBUSDT,804.85
2026-08-01T17:30:00Z,BTCUSDT,63439.34
2026-08-01T22:00:00Z,XRPUSDT,0.62338
2026-08-01T23:30:00Z,BNBUSDT,812.98
2026-08-01T08:30:00Z,XRPUSDT,0.62999
2026-08-01T18:30:00Z,BTCUSDT,63235.62
2026-08-01T16:30:00Z,XRPUSDT,0.62666
2026-08-01T00:30:00Z,ETHUSDT,3199.7
2026-08-01T21:00:00Z,SOLUSDT,156.735
2026-08-01T16:30:00Z,BTCUSDT,63305.24
2026-08-01T16:30:00Z,SOLUSDT,157.105
2026-08-01T05:30:00Z,BTCUSDT,62589.55
2026-08-01T15:00:00Z,XRPUSDT,0.62621
2026-08-01T07:30:00Z,BTCUSDT,62599.3
2026-08-01T18:30:00Z,ETHUSDT,3153.33
2026-08-01T04:00:00Z,BTCUSDT,62052.59
2026-08-01T09:30:00Z,XRPUSDT,0.62559
2026-08-01T02:00:00Z,BNBUSDT,792.19
